tenantId,typeId,id,Value,isActive
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,ecde67c4-ee71-46df-a7e1-eee45af7a7b0,aad041e1-5a04-4051-b5c0-5e8a2c112d88,Royal Cottage,TRUE
