tenantId,typeId,id,Value,isActive
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b129,BUTTER CHICKEN BONELESS,TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b130,EGG MASALA,TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b131,VEG SPECIALITIES,TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b132,ALOO JEERA,TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b133,ALOO (MUTTER / METHI / PALAK / SIMLA),TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b134,CRISPY FINGER CHIPS MASALA,TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b135,PANEER (PALAK / MUTTER / BURJI / KADAI / MAKHANWALA),TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b136,CRUNCHY PANEER CHEESE MASALA,TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b137,PANEER TIKKA MASALA,TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b138,VEG. KOLHAPURI,TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b139,VEG. KADAI,TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b140,VEG. CHOP MASALA,TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b141,VEG. MAKHANWALA,TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b142,MIXED VEG. MALVANI CURRY,TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b143,METHI MUTTER MASALA,TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b144,METHI MUTTER MALAI,TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b145,BAIGAN BHARTA,TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b146,MUSHROOM PEAS MASALA,TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b147,VEG. HARIYALI KHAS,TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b148,BHARWAN MIRCHI SALAN,TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b149,DAHI BHINDI / KARARI BHINDI,TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b150,SHYAM SAVERA,TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b151,DEEWANE HANDI,TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b152,MALAI KOFTA,TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b153,DAL FRY,TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b154,INDIAN BREADS,TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b155,AMBOLI,TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b156,GHAVNE,TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b157,VADE (2),TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b158,CHAPATI (2),TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b159,BHAKRI,TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b160,ROTI,TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b161,BUTTER ROTI,TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b162,NAN,TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b163,BUTTER NAN,TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b164,GARLIC NAN,TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b165,GARLIC BUTTER NAN,TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b166,KULCHA,TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b167,BUTTER KULCHA,TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b168,ONION KULCHA,TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b169,PARATHA,TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b170,BUTTER PARATHA,TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b171,METHI PARATHA,TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b172,ALOO PARATHA,TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b173,RICE,TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b174,PRAWNS BIRYANI,TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b175,FISH BIRYANI (SURMAI),TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b176,FISH BIRYANI (POMFRET),TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b177,SEA FOOD BIRYANI (MIXED SEAFOOD),TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b178,MUTTON DUM BIRYANI,TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b179,CHICKEN BIRYANI,TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b180,CHICKEN DUM BIRYANI,TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b181,CHICKEN DUM PULAO,TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b182,EGG BIRYANI,TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b183,VEG. BIRYANI,TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b184,PULAO (VEG / PEAS),TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b185,KHICHDI (DAL / PALAK),TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b186,JEERA RICE,TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b187,STEAMED RICE,TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b188,PLAIN RICE,TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b189,EXTRA CURRY (FISH / CHICKEN),TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b190,PAPAD (FRY / ROASTED),TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b191,DESSERTS,TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b192,CARAMEL CUSTARD,TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,50920471-CFC8-424B-B6F7-F5B41991CD0C,e547a3da-ed5c-4a8f-a212-81dcd0ee4b193,KULFI,TRUE
