tenantId,typeId,id,Value,isActive
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,c320545f-ea39-460e-98d2-65f33b35a5f4,a52fa45c-48f5-409f-8beb-537a7fc95f71,Bhubaneswar,TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,c320545f-ea39-460e-98d2-65f33b35a5f4,a52fa45c-48f5-409f-8beb-537a7fc95f72,Khurda,TRUE
fe5d2b85-b5f4-4f2b-8f59-f8623ab92a4e,c320545f-ea39-460e-98d2-65f33b35a5f4,a52fa45c-48f5-409f-8beb-537a7fc95f73,Puri,TRUE
